,EntryID,userId,orderDateTime,ID,exchOrdId,side,segment,instrument,ProductType,status,qty,remainingQuantity,filledQty,limitPrice,stopPrice,type,discloseQty,dqQtyRem,orderValidity,slNo,offlineOrder,message,orderNumStatus,tradedPrice,fyToken,cauveriTime,symbol,sha256checksum,receivedTime,time
1533,1560,XK17409,1664769427.0,122100310492,1100000002220397,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2038,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100310492:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 03:57:31.284,2022-10-03 03:57:07
1534,1561,XK17409,1664769489.0,122100310492,1100000002220397,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2043,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100310492:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 03:58:33.081,2022-10-03 03:58:09
1535,1562,XK17409,1664769550.0,122100311522,1100000002512572,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2050,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100311522:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 03:59:15.787,2022-10-03 03:59:10
1536,1563,XK17409,1664769669.0,122100311522,1100000002512572,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2051,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100311522:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:01:34.218,2022-10-03 04:01:09
1537,1564,XK17409,1664769682.0,122100311522,1100000002512572,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2052,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100311522:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:01:54.490,2022-10-03 04:01:22
1538,1565,XK17409,1664769689.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2065,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,12210039292:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:02:05.298,2022-10-03 04:01:29
1539,1566,XK17409,1664769702.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2065,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,12210039292:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:02:21.097,2022-10-03 04:01:42
1540,1567,XK17409,1664769710.0,122100311522,1100000002512572,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2052,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100311522:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:02:27.770,2022-10-03 04:01:50
1541,1568,XK17409,1664769732.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2064,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,12210039292:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:02:49.654,2022-10-03 04:02:12
1542,1569,XK17409,1664769746.0,122100313272,1000000002723373,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,1372,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100313272:6,0,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:03:00.186,2022-10-03 04:02:26
1543,1570,XK17409,1664769758.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,1365,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100313322:6,0,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:03:07.341,2022-10-03 04:02:38
1544,1571,XK17409,1664769767.0,122100313272,1000000002723373,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,1370,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100313272:6,0,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:03:12.962,2022-10-03 04:02:47
1545,1572,XK17409,1664769775.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,5.0,0.0,STOPLOSS_TRIGGER,12210039292:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:17.420,2022-10-03 04:02:55
1546,1573,XK17409,1664769775.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,35.0,15.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,12210039292:6,2064,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:17.430,2022-10-03 04:02:55
1547,1574,XK17409,1664769775.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,34.0,16.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,12210039292:6,2064,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:17.440,2022-10-03 04:02:55
1548,1575,XK17409,1664769775.0,12210039292,1100000001903223,1.0,E,,INTRADAY,OrderStatus.Filled,50.0,0.0,50.0,0,0,OrderType.Market,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,12210039292:2,2064,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:17.457,2022-10-03 04:02:55
1549,1576,XK17409,1664769783.0,122100311522,1100000002512572,1.0,E,,INTRADAY,OrderStatus.Canceled,50.0,0.0,0.0,2052,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,CONFIRMED,122100311522:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:21.244,2022-10-03 04:03:03
1550,1577,XK17409,1664769829.0,122100313822,1100000003171936,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2059,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100313822:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:52.464,2022-10-03 04:03:49
1551,1578,XK17409,1664769837.0,122100313822,1100000003171936,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2060,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100313822:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:03:57.935,2022-10-03 04:03:57
1552,1579,XK17409,1664769852.0,122100313272,1000000002723373,1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,1370,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122100313272:2,1370,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:04:13.525,2022-10-03 04:04:12
1553,1580,XK17409,1664769853.0,122100313822,1100000003171936,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2062,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100313822:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:04:14.968,2022-10-03 04:04:13
1554,1581,XK17409,1664769853.0,122100313822,1100000003171936,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,40.0,10.0,2062,0,OrderType.Limit,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122100313822:6,2062,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:04:14.988,2022-10-03 04:04:13
1555,1582,XK17409,1664769853.0,122100313822,1100000003171936,1.0,E,,INTRADAY,OrderStatus.Filled,50.0,0.0,50.0,2062,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122100313822:2,2062,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:04:15.042,2022-10-03 04:04:13
1556,1583,XK17409,1664769869.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2049,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100314092:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:04:34.084,2022-10-03 04:04:29
1557,1584,XK17409,1664769881.0,122100314112,1100000003289482,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2075,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100314112:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:04:45.625,2022-10-03 04:04:41
1558,1585,XK17409,1664769953.0,122100310492,1100000002220397,-1.0,E,,INTRADAY,OrderStatus.Canceled,50.0,0.0,0.0,0,2043,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100310492:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:06:08.433,2022-10-03 04:05:53
1559,1586,XK17409,1664769967.0,122100314802,1100000003482603,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2045,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100314802:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:06:18.040,2022-10-03 04:06:07
1560,1587,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,2.0,0.0,STOPLOSS_TRIGGER,122100313322:6,0,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.879,2022-10-03 04:06:37
1561,1588,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,95.0,5.0,0,0,OrderType.Market,0.0,0.0,DAY,4.0,0.0,TRADE_CONFIRMED,122100313322:6,1364,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.889,2022-10-03 04:06:37
1562,1589,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,75.0,25.0,0,0,OrderType.Market,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122100313322:6,1364,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.910,2022-10-03 04:06:37
1563,1590,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,25.0,75.0,0,0,OrderType.Market,0.0,0.0,DAY,8.0,0.0,TRADE_CONFIRMED,122100313322:6,1364,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.920,2022-10-03 04:06:37
1564,1591,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,24.0,76.0,0,0,OrderType.Market,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,122100313322:6,1364,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.937,2022-10-03 04:06:37
1565,1592,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,10.0,90.0,0,0,OrderType.Market,0.0,0.0,DAY,12.0,0.0,TRADE_CONFIRMED,122100313322:6,1364,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.964,2022-10-03 04:06:37
1566,1593,XK17409,1664769997.0,122100313322,1000000002747549,-1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122100313322:2,1363,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:07:10.976,2022-10-03 04:06:37
1567,1594,XK17409,1664769999.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2046,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100314092:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:07:14.663,2022-10-03 04:06:39
1568,1595,XK17409,1664770027.0,122100314112,1100000003289482,-1.0,E,,INTRADAY,OrderStatus.Canceled,50.0,0.0,0.0,2075,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100314112:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:07:48.409,2022-10-03 04:07:07
1569,1596,XK17409,1664770070.0,122100315562,1100000003707204,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,2054,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100315562:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:08:29.571,2022-10-03 04:07:50
1570,1597,XK17409,1664770070.0,122100315562,1100000003707204,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,40.0,10.0,2054,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122100315562:6,2053,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:08:29.630,2022-10-03 04:07:50
1571,1598,XK17409,1664770070.0,122100315562,1100000003707204,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,38.0,12.0,2054,0,OrderType.Limit,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122100315562:6,2053,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:08:29.668,2022-10-03 04:07:50
1572,1599,XK17409,1664770070.0,122100315562,1100000003707204,1.0,E,,INTRADAY,OrderStatus.Filled,50.0,0.0,50.0,2054,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122100315562:2,2053,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:08:29.699,2022-10-03 04:07:50
1573,1600,XK17409,1664770081.0,122100315712,1100000003731142,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2049,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100315712:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:08:39.785,2022-10-03 04:08:01
1574,1601,XK17409,1664770118.0,122100314802,1100000003482603,-1.0,E,,INTRADAY,OrderStatus.Canceled,50.0,0.0,0.0,0,2045,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100314802:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:09:07.681,2022-10-03 04:08:38
1575,1602,XK17409,1664770129.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,150.0,0.0,0,2046,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100314092:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:09:14.137,2022-10-03 04:08:49
1576,1603,XK17409,1664770236.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,150.0,0.0,0,2049,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100314092:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:02.624,2022-10-03 04:10:36
1577,1604,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,150.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,5.0,0.0,STOPLOSS_TRIGGER,122100314092:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.486,2022-10-03 04:10:40
1578,1605,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,50.0,100.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122100314092:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.513,2022-10-03 04:10:40
1579,1606,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,49.0,101.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,122100314092:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.532,2022-10-03 04:10:40
1580,1607,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,48.0,102.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122100314092:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.560,2022-10-03 04:10:40
1581,1608,XK17409,1664770240.0,122100315712,1100000003731142,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,2.0,0.0,STOPLOSS_TRIGGER,122100315712:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.569,2022-10-03 04:10:40
1582,1609,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,47.0,103.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122100314092:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.588,2022-10-03 04:10:40
1583,1610,XK17409,1664770240.0,122100315712,1100000003731142,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,22.0,28.0,0,0,OrderType.Market,0.0,0.0,DAY,4.0,0.0,TRADE_CONFIRMED,122100315712:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.605,2022-10-03 04:10:40
1584,1611,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,13.0,137.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122100314092:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.626,2022-10-03 04:10:40
1585,1612,XK17409,1664770240.0,122100315712,1100000003731142,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,4.0,46.0,0,0,OrderType.Market,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122100315712:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.646,2022-10-03 04:10:40
1586,1613,XK17409,1664770240.0,122100315712,1100000003731142,-1.0,E,,INTRADAY,OrderStatus.Filled,50.0,0.0,50.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122100315712:2,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.665,2022-10-03 04:10:40
1587,1614,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,6.0,144.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122100314092:6,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.675,2022-10-03 04:10:40
1588,1615,XK17409,1664770240.0,122100314092,1100000003265985,-1.0,E,,INTRADAY,OrderStatus.Filled,150.0,0.0,150.0,0,0,OrderType.Market,0.0,0.0,DAY,18.0,0.0,TRADE_CONFIRMED,122100314092:2,2048,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:11:07.693,2022-10-03 04:10:40
1589,1616,XK17409,1664770425.0,122100318162,1100000004392552,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100318162:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:13:53.932,2022-10-03 04:13:45
1590,1617,XK17409,1664770461.0,122100318162,1100000004392552,1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100318162:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:14:21.832,2022-10-03 04:14:21
1591,1618,XK17409,1664770519.0,122100318802,1100000004574630,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2036,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100318802:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:15:20.066,2022-10-03 04:15:19
1592,1619,XK17409,1664770527.0,122100318802,1100000004574630,-1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2036,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100318802:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:15:31.174,2022-10-03 04:15:27
1593,1620,XK17409,1664770657.0,122100319872,1100000004839326,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100319872:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:17:47.842,2022-10-03 04:17:37
1594,1621,XK17409,1664770669.0,122100318802,1100000004574630,-1.0,E,,INTRADAY,OrderStatus.Canceled,50.0,0.0,0.0,0,2036,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100318802:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:17:58.604,2022-10-03 04:17:49
1595,1622,XK17409,1664770726.0,122100319872,1100000004839326,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100319872:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:18:46.628,2022-10-03 04:18:46
1596,1623,XK17409,1664770762.0,122100319872,1100000004839326,1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100319872:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:19:22.680,2022-10-03 04:19:22
1597,1624,XK17409,1664770898.0,122100321632,1100000005257219,1.0,E,,INTRADAY,OrderStatus.Pending,50.0,50.0,0.0,0,2057,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100321632:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:21:38.155,2022-10-03 04:21:38
1598,1625,XK17409,1664771059.0,122100321632,1100000005257219,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2057,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100321632:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:24:19.791,2022-10-03 04:24:19
1599,1626,XK17409,1664771133.0,122100323062,1100000005646440,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2045,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100323062:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:25:33.055,2022-10-03 04:25:33
1600,1627,XK17409,1664771159.0,122100323282,1100000005685972,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2037,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100323282:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:25:59.486,2022-10-03 04:25:59
1601,1628,XK17409,1664771181.0,122100323412,1100000005721318,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2049,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100323412:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:26:21.566,2022-10-03 04:26:21
1602,1629,XK17409,1664771206.0,122100323412,1100000005721318,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2050,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100323412:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:26:46.716,2022-10-03 04:26:46
1603,1630,XK17409,1664771209.0,122100323412,1100000005721318,-1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,2050,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100323412:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:26:49.312,2022-10-03 04:26:49
1604,1631,XK17409,1664771221.0,122100323652,1100000005777793,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2050,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100323652:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:27:01.323,2022-10-03 04:27:01
1605,1632,XK17409,1664771226.0,122100323652,1100000005777793,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2049,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100323652:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:27:06.201,2022-10-03 04:27:06
1606,1633,XK17409,1664771237.0,122100323752,1100000005801514,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2055,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100323752:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:27:17.602,2022-10-03 04:27:17
1607,1634,XK17409,1664771287.0,122100324042,1100000005869872,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2028,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100324042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:28:07.256,2022-10-03 04:28:07
1608,1635,XK17409,1664771363.0,122100323652,1100000005777793,-1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,2049,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122100323652:2,2049,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:29:23.943,2022-10-03 04:29:23
1609,1636,XK17409,1664771481.0,122100325152,1000000006035125,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,1370,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100325152:6,0,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:31:43.302,2022-10-03 04:31:21
1611,1638,XK17409,1664771511.0,122100321632,1100000005257219,1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,0,2057,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100321632:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 04:32:20.580,2022-10-03 04:31:51
1612,1639,XK17409,1664771525.0,122100325152,1000000006035125,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,1369,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100325152:6,0,1010000000324,,NSE:ANGELONE-EQ,,2022-10-03 04:32:37.570,2022-10-03 04:32:05
